data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
370616,434,LBY271,271,2011-03-21,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,ArabianBusiness.com,Other,"Gaddafi forces launch an overnight air raid on Tripolis rebel locations.",0,1517243930
370617,434,LBY261,261,2011-03-20,2011,1,"Remote violence","Military Forces of the United States",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,"Agence France Presse",International,"19 B-2 bombers complete a run of strategic locations early in the morning. Libyan state television report 64 civilians were killed and 150 wounded as a result of the blasts.",64,1517243930
370618,434,LBY262,262,2011-03-20,2011,1,"Violence against civilians","Unidentified Armed Group (Libya)",,3,"Civilians (International)",,7,37,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"A group of armed men raided a foreign ship in Tripoli harbor. It is believed they took the crew hostage.",0,1517243930
370619,434,LBY263,263,2011-03-20,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Al Jazeera English",International,"Libyan military forces civilians living in Misratah to stand on their rooftops and act as ""human shields"" from Western bombings, believing they will not fire upon civilians.",0,1517243930
370620,434,LBY264,264,2011-03-20,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,APANEWS,International,"A Libyan pilot defects while in the air and implements a kamikaze style attack on a Gaddafi stronghold, killing his sixth son, Khamis Gaddafi.",2,1517243930
370621,434,LBY265,265,2011-03-20,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Sunday Times (Perth)",International,"A rebel aircraft was shot down by Gaddafi forces. Despite continued attacks on Benghazi from Gaddafi forces rebel forces also shot down two Gaddafi aircraft with artillery and slow their advance into the city.",0,1517243930
370622,434,LBY266,266,2011-03-20,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Al Arabiya/Africa Research Bulletin; The Pioneer",Regional,"A three-story building in a military command centre used by Libyan leader Muammar Gaddafi has been destroyed in an air strike by coalition forces. Supporters gather to form a human shield Gaddafi forces claim civilian death as a result, though no numbers are provided. An allied cruise missile strike also ""completely destroyed"" a Libyan Naval base 10km east of Tripoli known as Busetta.",0,1517243930
370623,434,LBY248,248,2011-03-19,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Rebel forces are able to shoot down a Gaddafi MiG over Benghazi.",1,1517243930
370624,434,LBY249,249,2011-03-19,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Gaddafi forces launch strikes on Tripolis rebel forces. Civilians reportedly hurt.",0,1517243930
370625,434,LBY250,250,2011-03-19,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Military Forces of France",,8,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Gaddafi forces claim they have downed a French aircraft in the Njela section of the city.",0,1517243930
370626,434,LBY251,251,2011-03-19,2011,1,"Remote violence","Military Forces of the United States","Military Forces of United Kingdom",8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,"Agence France Presse",International,"US and UK forces fire 110 Tomahawk at various Libyan air defense sites. The missiles were fired from ships anchored in the Mediterranean. It is unclear if the strikes were successful.",0,1517243930
370627,434,LBY252,252,2011-03-19,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,2,"Agence France Presse",International,"A series of airstrikes are reported southwest of Benghazi launched by Gaddafi forces.",0,1517243930
370628,434,LBY253,253,2011-03-19,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"Agence France Presse",International,"Gaddafi forces heavily shell the southern outskirts of Zlitan, a city under fire for several days. Two houses hit, six injured.",0,1517243930
370629,434,LBY254,254,2011-03-19,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Rebel forces and civilians experience a sustained shelling of Benghazi as well as a series of airstrikes from Gaddafi forces.",0,1517243930
370630,434,LBY255,255,2011-03-19,2011,1,"Remote violence","Military Forces of France",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Philippines News Agency",International,"French air forces attack an air defense site east of Tripoli.",0,1517243930
370631,434,LBY256,256,2011-03-19,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Gaddafi forces launch artillery fire into Misratah and cut off nearly all supply routes leading out of the city.",0,1517243930
370632,434,LBY257,257,2011-03-19,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Gaddafi forces shell cities with artillery fire. No report of injury or death.",0,1517243930
370633,434,LBY258,258,2011-03-19,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"An Nuqat al Khams","An Nuqat al Khams",,Zuwarah,32.9312,12.082,1,Reuters,International,"Gaddafi forces shell cities with artillery fire. No report of injury or death.",0,1517243930
370634,434,LBY259,259,2011-03-19,2011,1,"Battle-No change of territory","Military Forces of France",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,2,"The Irish Examiner",International,"French aircraft destroy several Gaddafi tank positions south-west of Benghazi.",0,1517243930
370635,434,LBY260,260,2011-03-19,2011,1,"Remote violence","NLA: National Liberation Army",,2,,,0,20,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"BBC Monitoring Newsfile",National,"Rebel aircraft bomb oil piplines used by Gaddafi forces.",0,1517243930
370636,434,LBY246,246,2011-03-18,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Nalut,31.8685,10.9812,1,"Agence France Presse",International,"Rebel fighters began attacking government positions near a western mountain town. One rebel fighter was reported killed, and four pro-Gaddafi fighters were claimed to have been killed, along with 18 captured.",5,1517243930
370637,434,LBY247,247,2011-03-18,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Loud anti aircraft explosions as Benghazi is shelled by loyalist forces.",0,1517243930
370638,434,LBY245,245,2011-03-17,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Agence France Presse",International,"Gaddafi forces take the area in and around the south gate of Ajdabiya.",0,1517243930
370639,434,LBY243,243,2011-03-16,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"Agence France Presse",International,"Gaddafi forces attack a western town with heavy artillery. Causality list not yet reported.",0,1517243930
370640,434,LBY244,244,2011-03-16,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"BBC Monitoring Newsfile",National,"Eleven reported dead, 20 wounded due to fighting in Misratah.",11,1517243930
370641,434,LBY240,240,2011-03-15,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Heavy artillery fire is heard above Benghazi as Gaddafi forces move closer after the retaking of Ajdabiya. No report of injury.",0,1517243930
370642,434,LBY241,241,2011-03-15,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Agence France Presse",International,"Explosions and anti-aircraft fire rocked the western edge of rebel-held Ajdabiya as Libyan Gaddafis forces pressed their attacks on the key town. Ajdabiya is the next logical town for government forces to take before reaching Benghazi. One dead from an airstrike, others from combat.",13,1517243930
370643,434,LBY242,242,2011-03-15,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"The Canadian Press",International,"A large number of Ajdabiyas 140,000 residences flee toward Benghazi when their city is attacked by Gaddafi forces.",0,1517243930
370644,434,LBY239,239,2011-03-14,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"An Nuqat al Khams","An Nuqat al Khams",,Zuwarah,32.9312,12.082,1,"Agence France Presse",International,"Government forces attack pockets of resistance in a western town, tighten their grip on the city.",0,1517243930
370645,434,LBY236,236,2011-03-13,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Bishr,30.3,19.2167,1,"Agence France Presse",International,"Pro-Gaddafi forces take the town of Bishr on the way to Brega.",0,1517243930
370646,434,LBY237,237,2011-03-13,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Agence France Presse",International,"Rebel forces retreat from a costal town following a bombardment by from Gaddafi forces.",0,1517243930
370647,434,LBY238,238,2011-03-13,2011,2,"Violence against civilians","Police Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"Waves of arbitrary arrests and forced disappearances reported around Tripoli.",0,1517243930
370648,434,LBY234,234,2011-03-12,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Thousands of women demonstrate in favor of implementing a no fly zone over Libya.",0,1517243930
370649,434,LBY235,235,2011-03-12,2011,1,"Violence against civilians","Unidentified Armed Group (Libya)",,3,"Civilians (International)",,7,37,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"The Canadian Press",International,"An Al Jazeera journalist is shot and killed while coving fighting in the rebel stronghold of Benghazi.",1,1517243930
370650,434,LBY229,229,2011-03-11,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"Libyan rebels battled troops loyal to Gaddafi outside Ras Lanuf finding themselves on the back foot and outgunned a day after the regime recaptured the key oil town. Many airstrikes reported outside the city. Four reported killed, plus injuries.",4,1517243930
370651,434,LBY230,230,2011-03-11,2011,1,"Strategic development","Police Forces of Libya (1969-2011)",,1,,,0,10,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Fashloum,32.8867,13.2046,1,"Agence France Presse",International,"Police force erect roadblocks and barricades to prevent expected demonstrations following Friday prayers in two Tripoli neighborhoods.",0,1517243930
370652,434,LBY231,231,2011-03-11,2011,1,"Strategic development","Police Forces of Libya (1969-2011)",,1,,,0,10,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tagiura,32.8817,13.3506,1,"Agence France Presse",International,"Police force erect roadblocks and barricades to prevent expected demonstrations following Friday prayers in two Tripoli neighborhoods.",0,1517243930
370653,434,LBY232,232,2011-03-11,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,Reuters,International,"Reports of fighting between rebel and government forces.",0,1517243930
370654,434,LBY233,233,2011-03-11,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,"Al Agheila",30.2598,19.1975,1,Reuters,International,"Government forces launch an airstrike on two road checkpoints near a costal town held by rebels. No word of causalities.",0,1517243930
370655,434,LBY227,227,2011-03-10,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces","Civilians (Libya)",2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"Government forces move closer to a rebel held town following a series of airstrikes five miles to the east of the city, striking rebel positions in the desert. By days end government forces had taken the majority of the city. Government artillery and airstrikes hit residential houses.",0,1517243930
370656,434,LBY228,228,2011-03-10,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"As Sidrah",30.65,18.3667,1,ArabianBusiness.com,Other,"An oil pipeline terminal held by rebel forces suffers a direct hit by government forces.",0,1517243930
370657,434,LBY223,223,2011-03-09,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"Agence France Presse",International,"Heavy shelling by government forces reported, rebels respond with 40 Katyusha rockets launched from mobile units. Gaddafi forces eventually take the city after much fighting.",0,1517243930
370658,434,LBY224,224,2011-03-09,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"Artillery shells from government forces cause massive explosions at an oil facility. No report of causalities. After a short advance rebel forces retreated back to previous positions within the city.",0,1517243930
370659,434,LBY225,225,2011-03-09,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)","Unidentified Armed Group (Libya)",1,"Civilians (International)",,7,17,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Three BBC journalists are detained and beaten while covering fighting.,",0,1517243930
370660,434,LBY226,226,2011-03-09,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"The Australian",International,"Government forces claim to have completely retaken at city once held by rebel forces. Heavy artillery has destroyed much of the infrastructure, including residential buildings and mosques. Some reports have rebel forces maintaining the city.",0,1517243930
370661,434,LBY219,219,2011-03-08,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"The Financial Express",International,"Government forces retake a city. No word of causalities.",0,1517243930
370662,434,LBY220,220,2011-03-08,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Financial Express",International,"Report of heavy fighting in Misratah. 21 dead plus 100 wounded.",21,1517243930
370663,434,LBY221,221,2011-03-08,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"The Statesman",International,"Government forces claim they have retaken an area of the city.",0,1517243930
370664,434,LBY222,222,2011-03-08,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Statesman",International,"A group of Army officers are rounded up and executed for refusing to tell their men to fire on protesters. Numbers unclear.",0,1517243930
370665,434,LBY213,213,2011-03-07,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"Agence France Presse",International,"Twelve killed and 50 injured after a series of clashes between rebel and loyalist forces.",12,1517243930
370666,434,LBY214,214,2011-03-07,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"An airstrike targets rebel held areas, kills 12 and wounds a father and his son. Rebels loose their footing and government forces regain portions of the town. Reports of Gaddafis forces intentionally targeting civilians.",12,1517243930
370667,434,LBY215,215,2011-03-07,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"Al Jazeera English",International,"18 killed in fighting.",18,1517243930
370668,434,LBY216,216,2011-03-07,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"Political & Business Daily",International,"Airstrikes targets rebel held areas. No causality list.",0,1517243930
370669,434,LBY217,217,2011-03-07,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"Political & Business Daily",International,"Airstrikes target rebel held areas. 12 killed causing much of the rebel force to loose ground.",12,1517243930
370670,434,LBY218,218,2011-03-07,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Political & Business Daily",International,"Airstrikes targets rebel held areas. 21 killed, 91 in the shelling, including at least one civilian.",21,1517243930
370671,434,LBY205,205,2011-03-06,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Butnan","Al Butnan",,Tobruk,32.0836,23.9764,1,"Agence France Presse",International,"Forces loyal to Gaddafi have recaptured the town of Tobruk far into the formerly rebel-held east and close to the Egyptian border. Causalities not reported.",0,1517243930
370672,434,LBY206,206,2011-03-06,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"Agence France Presse",International,"Clashes break out in a coastal town, killing 30, wounding others, including a French journalist.",30,1517243930
370673,434,LBY207,207,2011-03-06,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"Gaddafi tanks shelled Misratah near the city centre. At least 18 dead.",18,1517243930
370674,434,LBY208,208,2011-03-06,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"A Gaddafi warplane struck a rebel hold oil town causing two craters, but no other damage or injury. This strike was an apparent attempt to damage the refinery. The explosions caused a retaliation of anti-aircraft fire.",0,1517243930
370675,434,LBY209,209,2011-03-06,2011,1,"Strategic development","Libyan Rebel Forces",,2,"Military Forces of United Kingdom",,8,28,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Rebel forces capture and hold a junior British diplomat and two soldiers following a bungled mission to put the envoy in touch with them.",0,1517243930
370676,434,LBY210,210,2011-03-06,2011,1,"Non-violent transfer of territory","Tuareg Ethnic Militia (Mali)",,4,,,0,40,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Indo-Asian News Service",International,"Tribesmen from the Tuareg community of Africas northwestern country of Mali have joined the forces supporting embattled Libyan leader Muammar Gaddafi, a media report said. A large number of men from the ethnic group left Mali last week to join pro-Gaddafi forces in Libya, an unnamed official told BBC in Mali.",0,1517243930
370677,434,LBY211,211,2011-03-06,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"Philippines News Agency",International,"Government forces reclaim the control of a town after two days of fighting. 31 tanks were lost by rebels. No report of causalities, though it was reported that 30 civilians were killed when tanks targeted apartment buildings.",30,1517243930
370678,434,LBY212,212,2011-03-06,2011,1,"Strategic development","Military Forces of Libya (1969-2011)",,1,"Civilians (International)",,7,17,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,Reuters,International,"Four Al Jazeera journalists are kidnapped by Gaddafi forces. A cameraman was released in mid April and fled to Tunisia.",0,1517243930
370679,434,LBY200,200,2011-03-05,2011,1,"Remote violence","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"Rebel forces shoot down a Gaddafi jet with an anti-aircraft battery, killing the two pilots.",2,1517243930
370680,434,LBY201,201,2011-03-05,2011,1,"Violence against civilians","Unidentified Armed Group (Libya)",,3,"Civilians (Libya)",,7,37,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Sporadic gunfire reported around the city centre known as ""Green Square.""",0,1517243930
370681,434,LBY202,202,2011-03-05,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"International Herald Tribune",International,"Government forces are met with strong resistance when they try to take a town controlled rebels. Most of the fighting occurred in the outskirts of town. Causalities not reported.",0,1517243930
370682,434,LBY203,203,2011-03-05,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Mercenaries (International)",1,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"The Statesman",International,"Gaddafi forces launch a another wave of assaults on a rebel held town. At least 60 confirmed dead +causalities and missing. This site is particularly valuable as it is home to a major oil refinery and ammunitions depot. Rebels are able to hold the town after two days of fighting.",60,1517243930
370683,434,LBY204,204,2011-03-05,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"BBC Monitoring Newsfile",National,"Rebel forces shoot down a Gaddafi helicopter, killing the pilot(s).",1,1517243930
370684,434,LBY188,188,2011-03-04,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Militia (Pro-Government)",,3,23,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Pro and anti Gaddafi supporters fight each other in a Tripoli street.",0,1517243930
370685,434,LBY189,189,2011-03-04,2011,1,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"At least eight people were killed and 20 wounded Friday during heavy clashes between loyalists and eastern rebels near an oil compound. Rebels claims to control Ras Lanuf following the clash.",8,1517243930
370686,434,LBY190,190,2011-03-04,2011,1,"Headquarters or base established","Libyan Rebel Forces",,2,,,0,20,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Agence France Presse",International,"Rebel forces, armed with shoulder fired anti-aircraft weapons, set up a series of checkpoints leading to the headquarters of the Sirte Oil Company, as they believe it will be a strategic target for Gaddafis forces.",0,1517243930
370687,434,LBY191,191,2011-03-04,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,"Agence France Presse",International,"Gaddafi forces launch a second air strike in as many days on an ammunition depot rebels hold. No reported injury or death.",0,1517243930
370688,434,LBY192,192,2011-03-04,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Agence France Presse",International,"An explosion at a rebel weapons depot kills 19. Many suspect sabotage by Gaddafi forces.",19,1517243930
370689,434,LBY193,193,2011-03-04,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"Many people in Benghazi, a town solidly in rebel control, hold a protest against the regime while waving old Libyan flags.",0,1517243930
370690,434,LBY194,194,2011-03-04,2011,1,Riots/Protests,"Protesters (Libya)",,6,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,16,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tagiura,32.8817,13.3506,1,"Financial Times",International,"Protesters gather following Friday prayers, chanting ""Gaddafi is the enemy of God!"" Government forces move in and disperse them with tear gas.",0,1517243930
